user_id,variant_name,revenue,group
4812,control,4.463993258097239,A1
5818,control,6.894503935547496,A1
572,control,4.689979813818332,A1
3752,control,6.228158740692161,A1
2668,control,5.752851062311259,A2
8260,control,3.610864280537269,A2
8883,control,4.700730919344658,A1
2976,control,4.129692896556725,A1
7780,control,6.344589514024871,A1
7518,control,5.814923672482221,A2
9008,control,6.153181633229882,A1
9123,control,4.58340248884401,A1
6624,control,5.333346990745058,A2
1529,control,6.270062873784212,A1
8658,control,9.766289549727883,A2
8518,control,6.888958973980827,A1
1330,control,7.234032576191706,A2
9608,control,8.426685443298734,A2
5047,control,3.3471229226819714,A2
5193,control,3.673043427275785,A2
8968,control,2.8401369832731533,A2
845,control,2.705062695177795,A2
9081,control,5.175102482770382,A1
210,control,1.9104578064447768,A2
3341,control,7.3760595847046035,A2
1273,control,6.841717647561638,A1
4670,control,6.713661223805382,A1
830,control,2.93151431643107,A2
3292,control,6.363189036563254,A1
6989,control,3.393180671652318,A1
9576,control,5.034958318050114,A2
9522,control,4.292012177493032,A1
2358,control,2.2500974131639624,A2
603,control,0.5531936955511467,A1
941,control,6.250462902054375,A1
2122,control,1.7958846887865048,A1
9867,control,2.414286180553103,A1
9718,control,4.921434363545009,A2
8827,control,2.663813004517605,A1
5917,control,4.656907337555504,A1
34,control,6.543581102427335,A1
741,control,6.647008307927463,A1
7324,control,9.32647189856138,A2
11,control,4.521241644848147,A2
807,control,6.310527461445195,A1
556,control,6.280263052195184,A2
7876,control,1.7660879113783312,A1
8649,control,4.951347751202129,A2
3450,control,3.5239381815886226,A2
2786,control,4.803699220714084,A2
3713,control,6.820357816185184,A2
8170,control,4.965959172277119,A1
4470,control,5.758303471110164,A2
9949,control,9.518617901381704,A1
3759,control,3.088109999014446,A2
3511,control,4.072808050707812,A1
8008,control,1.9184059711107504,A1
2482,control,5.126523988400663,A2
2064,control,5.832100092522851,A1
2463,control,2.6876351363561746,A2
3097,control,6.562396203419986,A1
7815,control,7.988969088982738,A1
4670,control,5.852517461556202,A1
7323,control,6.353816070060491,A1
7185,control,4.205456371342405,A2
9399,control,4.404418241196543,A2
9199,control,4.381974061905756,A2
3819,control,1.6479923873400466,A1
8885,control,7.159237184073643,A1
1495,control,3.373271481591594,A1
8646,control,6.042129752905517,A1
7655,control,6.383077502140373,A2
1245,control,6.389498287312012,A1
8194,control,1.834123205329836,A2
1674,control,2.622281484431942,A1
5234,control,3.807371923098984,A2
4457,control,1.127440388306986,A2
3376,control,5.377557193587657,A2
7480,control,4.378227656603056,A2
3222,control,5.194800332537567,A2
8794,control,5.79809269128026,A2
7911,control,0.5451855128533003,A1
5286,control,8.911824616501388,A1
2724,control,3.69518283522596,A1
9306,control,4.218093249624798,A1
2287,control,5.987483554698377,A1
120,control,0.9386310644370112,A2
8468,control,9.12898572271864,A1
2486,control,6.2176876689509015,A2
4704,control,2.9094932677060905,A1
8516,control,6.379636329069577,A2
7801,control,4.037945763078424,A2
4057,control,9.607833395367884,A2
2915,control,2.879968354556905,A2
8132,control,4.728100598643358,A1
1809,control,5.195449935429712,A1
6357,control,4.201101941474249,A2
2056,control,5.740111775695038,A1
6343,control,8.316261359236377,A2
982,control,4.76367190974286,A2
7801,control,3.6396435920063,A2
8583,control,6.332766164063829,A2
8319,control,6.3875463053802655,A2
1340,control,4.732596880663122,A1
4263,control,7.155487611952525,A1
544,control,2.746348382486513,A2
4972,control,4.230240381637449,A1
4561,control,5.188703178634148,A1
7902,control,4.915657097418842,A1
658,control,4.426225615220185,A1
6079,control,4.876747195808705,A2
124,control,3.5607912228964143,A1
7508,control,3.3740140228918456,A2
8393,control,5.549032715447879,A1
657,control,3.218169834008944,A2
6784,control,2.685289481618293,A1
1002,control,4.375415497748613,A2
937,control,3.5905994482875325,A1
7099,control,6.886521449938989,A1
9157,control,6.494376668409264,A2
8915,control,2.622110089592528,A2
1414,control,6.546505954805199,A2
854,control,6.212639048718762,A2
5842,control,5.90186892361183,A1
1782,control,3.631978204525567,A1
7438,control,7.137018798632019,A2
8603,control,4.093228392297225,A1
4926,control,4.270612911216629,A1
8454,control,5.699308913986348,A1
4193,control,3.621101630900125,A2
9952,control,4.0440519919190265,A2
8565,control,4.040688371984105,A2
9748,control,6.240716596687025,A2
8097,control,5.007541778172539,A2
7293,control,6.863696748228607,A2
845,control,5.679929967602524,A2
5479,control,4.9686357767948905,A1
4322,control,5.321856336596446,A2
6419,control,4.618693012837201,A1
868,control,4.2103009719331,A1
6740,control,4.464532926212067,A2
7381,control,5.560883410632592,A1
8392,control,3.013752778140838,A2
508,control,6.683262528147273,A1
5204,control,4.501082839678102,A1
3126,control,5.098989963300181,A2
2372,control,5.987673552561913,A1
1457,control,1.8587531827330943,A2
8265,control,1.603788361135491,A1
6977,control,5.774560950790127,A2
8903,control,2.954986312728793,A2
7169,control,5.077261103680376,A2
4256,control,2.0563299850728263,A2
1379,control,8.29626986441512,A1
295,control,6.134580555705339,A1
3144,control,4.293136502485602,A1
6021,control,1.767051622697935,A2
6897,control,4.416325274504274,A2
4073,control,7.282203733315146,A2
3345,control,6.705103878922464,A1
9579,control,6.533326363290172,A1
6376,control,5.712585634944578,A2
4285,control,5.710963585487538,A2
1617,control,5.11785117836326,A1
5749,control,4.629892657981317,A1
1552,control,2.1069306008732243,A2
4701,control,6.600595898680055,A2
4809,control,4.381771110456582,A2
973,control,4.533066676912615,A1
4272,control,8.465442373838266,A1
6921,control,6.369002213718381,A2
871,control,5.741650002562205,A2
6047,control,5.284123610374471,A1
5241,control,8.039989721531546,A2
4770,control,8.43917861483239,A1
2224,control,0.8107938575877105,A1
7987,control,4.739786091612592,A1
8096,control,5.187906458771137,A2
3165,control,6.886092174645036,A1
2117,control,0.4793543343791127,A1
4488,control,5.539808709881523,A2
2813,control,4.066308907894475,A1
8262,control,2.166187773747481,A2
6887,control,5.553743811692256,A2
861,control,3.057790859111031,A2
604,control,5.629634409031648,A2
5415,control,6.643171424099592,A2
8122,control,5.010585292598722,A1
4023,control,2.681158967200174,A1
7873,control,5.388585876091543,A2
1909,control,4.769785063025546,A2
7190,control,5.914831212441982,A1
517,control,3.070775972532543,A2
3104,control,4.7792214019462245,A1
248,control,6.640495674649363,A2
9273,control,5.926260658637214,A2
2518,control,5.558191528784906,A2
8318,control,9.042087122969594,A1
9348,control,0.5971174289988843,A1
7658,control,3.9649619149791935,A1
3307,control,4.121620956395704,A1
3795,control,5.362676858435643,A2
6833,control,3.9943665987149233,A1
5929,control,3.078991236733704,A2
9668,control,3.413765274584657,A2
2148,control,5.502968830043074,A1
6800,control,0.9671867444004798,A2
772,control,4.448658930878886,A2
950,control,3.5805440683062235,A2
5238,control,8.477745354909022,A2
5254,control,7.638273752603151,A1
534,control,7.257188129029137,A2
6438,control,6.542811897353691,A2
4627,control,7.058877657565534,A1
2652,control,3.1824735080818938,A2
2228,control,4.151364758044197,A2
5361,control,6.725192022656902,A1
5321,control,0.3112381859498656,A2
3151,control,4.90859207867953,A2
5932,control,5.441015311514347,A2
9833,control,2.940129433382047,A2
9467,control,4.30011327082179,A2
4399,control,7.200568676440748,A2
4221,control,10.392448105127158,A2
267,control,4.85215066743917,A2
8113,control,3.682894066389992,A2
6288,control,3.9715320681200224,A1
1319,control,2.9639162494252704,A2
9699,control,4.844290488118299,A1
5955,control,4.931515438936092,A2
2518,control,7.192693691331597,A2
7761,control,4.531568397310927,A2
3600,control,1.7347309475310095,A2
8222,control,1.864464551383092,A2
8447,control,7.602856143329522,A1
5620,control,2.3355766908109965,A1
9659,control,5.997380549819655,A2
422,control,7.095944311936106,A1
2887,control,5.56855934161443,A2
1777,control,8.485337561311262,A1
5588,control,3.1738415639164077,A1
7976,control,3.2220572838091,A2
7687,control,5.484235921970246,A2
4487,control,3.2225594852927384,A2
7097,control,6.873484927070514,A1
1135,control,7.824655412074886,A2
574,control,0.260826189546794,A2
96,control,6.728104600995296,A1
3148,control,0.5207918826765265,A1
2554,control,2.440621653591521,A1
7462,control,3.829137591444455,A1
6919,control,4.635510432420114,A2
785,control,4.780234441381372,A1
8032,control,5.426960097820338,A1
6057,control,8.03652234071141,A1
6199,control,4.230709153714964,A2
2405,control,7.156394607428476,A2
1230,control,7.362757202576572,A1
499,control,3.736192483989665,A2
5307,control,5.192642711842393,A2
847,control,6.884936238440788,A1
9853,control,3.6439484368710993,A2
8798,control,7.595691581302198,A1
8242,control,0.2716523657176397,A2
266,control,3.476853223486882,A1
4063,control,4.910809147088286,A1
5366,control,5.3901393943027625,A1
7684,control,3.5419106824106086,A1
1911,control,5.393114801457569,A1
337,control,5.709515386226436,A1
820,control,6.054008416909319,A1
6433,control,5.907563825271368,A2
6360,control,5.074011443820299,A1
2311,control,6.179759641469039,A2
7184,control,3.3887469849212644,A2
3906,control,4.737891976917175,A2
939,control,2.720395089146452,A2
9741,control,3.891380746857398,A2
3255,control,5.890786501789595,A1
8755,control,4.215222003700727,A2
1371,control,1.0922861095998533,A1
1765,control,6.086623782775039,A1
4502,control,5.878085915344085,A1
6136,control,2.831926758656131,A1
9396,control,5.758471067071174,A1
725,control,4.5665370588489225,A1
5128,control,4.642821815825342,A1
6051,control,1.899141309833038,A1
9528,control,5.476206295664625,A2
7904,control,2.188074167464201,A2
7607,control,3.8198847082609206,A1
773,control,4.7790211898681445,A2
6603,control,1.6786003762614734,A2
9071,control,5.230295746280184,A1
7375,control,4.241704874240154,A1
3541,control,1.5152876043815389,A2
1265,control,6.791111971102648,A2
1167,control,4.736182720440066,A1
1336,control,5.809523624080995,A1
8101,control,5.447687126625821,A1
4416,control,7.571968014160586,A1
5495,control,1.986003203571456,A1
8121,control,4.235982088844359,A2
1468,control,4.551482131496719,A1
447,control,2.547607616433962,A1
1739,control,8.341886065577715,A1
3879,control,4.997229914529808,A2
5455,control,3.625401925686673,A1
2100,control,4.765050907163777,A1
2761,control,5.932332852068061,A1
1168,control,4.0923919178959975,A2
4476,control,5.806529080326493,A2
7296,control,3.163990460361909,A2
5421,control,5.504993254153745,A2
8931,control,6.640643594522843,A1
1703,control,7.719897083358969,A1
4797,control,4.819235985446106,A2
4278,control,7.735194479613427,A2
2911,control,7.068819772963036,A2
608,control,3.0075747192578675,A2
169,control,4.39007272429116,A2
8935,control,7.057870985189709,A1
1208,control,3.7986848846844232,A2
9651,control,8.104486360097122,A2
4563,control,5.573808976006693,A1
6937,control,6.040081229141736,A2
485,control,5.899424200463985,A1
3636,control,4.258591993559093,A1
7617,control,3.1345181784112444,A1
2534,control,5.904978185279293,A2
8585,control,5.195792290825255,A1
3013,control,4.103669274638584,A1
2623,control,3.701324144539224,A2
3283,control,7.158389456224978,A1
6200,control,0.9915685690021698,A2
9691,control,3.908576051964436,A2
1168,control,1.2308283100411046,A2
7581,control,1.1085938336720824,A2
4729,control,3.174433011729416,A2
9762,control,5.786125867960183,A1
3327,control,7.034041982826489,A1
62,control,5.79217316991312,A1
8436,control,3.8171946643837775,A1
3812,control,7.248838369020737,A2
9563,control,6.510791391326677,A2
4825,control,6.734814822709836,A1
9750,control,3.687072650056937,A2
669,control,9.23358204296735,A1
8724,control,1.7782431931001326,A2
2447,control,4.928463856279558,A1
2805,control,9.7614907024395,A2
9523,control,5.661153512548748,A2
3215,control,3.934594416040891,A1
5551,control,4.30750110470538,A1
898,control,3.4107273578570023,A2
9756,control,7.1638704369545305,A1
4506,control,2.5789140117532967,A2
2152,control,6.872891451662232,A2
7638,control,5.422994025463756,A1
7539,control,3.6073466922778334,A1
2023,control,4.419205798392267,A2
700,control,4.071324617129017,A1
4302,control,7.043581171177346,A1
8217,control,3.894918653166542,A1
7930,control,3.979414520732743,A2
795,control,5.36785098868062,A2
6926,control,4.229020479248783,A1
6996,control,3.2256381163099195,A2
2781,control,3.1344219169871232,A1
34,control,7.48663876891031,A1
4407,control,6.625348084218085,A2
3456,control,3.98928336547118,A2
6109,control,3.368416916012057,A2
7418,control,2.896239794896652,A1
1319,control,9.994400783174015,A2
7143,control,0.509356703257196,A1
4790,control,6.128017070147618,A1
4775,control,2.430895404014945,A2
6276,control,2.719607398130077,A1
3395,control,4.734023155380816,A2
8712,control,3.468595611043828,A2
8308,control,6.111573928165746,A2
2010,control,1.35148668812434,A1
9020,control,5.607207808924003,A1
9270,control,6.545389674204763,A2
9829,control,5.896390568846625,A2
8809,control,8.392363145656322,A1
8440,control,6.642811874049622,A2
2325,control,6.34114090062182,A2
4161,control,3.584988604978846,A2
7823,control,4.097393925794948,A2
3076,control,5.531375949932472,A2
9908,control,6.4462009874755966,A2
9572,control,5.049224250495823,A1
5027,control,2.794187574089261,A1
3430,control,5.038558769026155,A1
8206,control,8.699182493359274,A2
2001,control,5.042702447687097,A1
1566,control,3.1617731102601123,A2
3357,control,5.385507698130432,A2
5861,control,1.417344903917633,A1
8820,control,4.882826897732278,A2
5702,control,4.865731690770956,A1
1135,control,7.978711924148961,A2
7862,control,5.953796737844445,A2
7816,control,5.845257243417652,A2
9941,control,2.2804385489923726,A2
9805,control,3.484258279149668,A2
5833,control,3.202115687068928,A2
8380,control,5.149172813087107,A2
7799,control,4.150673395134269,A1
4549,control,3.340070804924076,A2
4118,control,7.822344127779223,A2
7732,control,6.571607653662345,A1
9111,control,4.88506096306921,A1
5418,control,4.217565895651967,A1
8032,control,5.8104081606457765,A1
6019,control,5.996104809365713,A1
9078,control,4.947615525311499,A2
3106,control,1.6235399444571357,A1
851,control,4.775068034880895,A2
4944,control,5.936770468554103,A2
3318,control,8.363843480146276,A2
1877,control,5.045919511215903,A1
9869,control,4.977708776316318,A2
954,control,3.324643916184109,A2
1747,control,3.664559427281201,A2
6665,control,5.6539251908089145,A2
1216,control,5.660070229020623,A2
9972,control,9.451888663476517,A1
3612,control,3.980313515723042,A2
9816,control,5.649739231592372,A1
6691,control,5.103149885539778,A2
2795,control,6.734553257616856,A1
6753,control,3.3033589543895348,A1
1015,control,4.348661062359652,A1
5920,control,5.622894143108312,A2
5158,control,4.260397667392393,A1
9447,control,9.267736494409077,A2
3771,control,5.812830987352412,A1
8329,control,4.61364659690032,A1
9992,control,6.511480577789085,A2
2114,control,3.5006193105942067,A2
8779,control,0.1655932659398891,A2
1601,control,4.304076288158308,A1
7403,control,2.934713796215741,A2
272,control,1.7140694129387817,A1
3031,control,5.050810416770032,A2
7037,control,7.308368060988038,A1
5711,control,5.042124042684128,A2
8047,control,5.454785550242257,A1
1675,control,2.258480034913879,A1
9658,control,6.731305845631707,A1
6520,control,4.517324417093791,A2
1978,control,3.243619314379853,A1
7066,control,6.398760967175634,A2
6728,control,4.555045979514159,A2
2516,control,3.282160184384657,A2
9754,control,5.101908554022579,A1
396,control,1.411541457020558,A2
1257,control,3.070787151587472,A1
7749,control,5.119789366232552,A2
4413,control,6.872797087104919,A2
2256,control,3.9487188137961207,A1
8373,control,5.542340369274622,A2
6040,control,6.860816992222233,A1
8125,control,4.64936719534596,A1
6936,control,8.995912159500008,A2
9722,control,1.916825200656425,A1
1606,control,10.188849175536305,A1
3985,control,4.191935412298125,A2
5449,control,3.633120466422637,A2
9611,control,5.735089792044538,A1
7294,control,5.38062311518788,A2
5024,control,3.956840644013254,A1
9920,control,6.921386796921319,A1
1007,control,3.365013804767547,A2
8480,control,0.9053527738840764,A1
8240,control,4.8892949039552205,A2
4693,control,4.472125302814624,A1
7067,control,5.705633212988757,A2
9829,control,4.694451152909183,A2
422,control,2.40262655567382,A1
42,control,7.552150692012375,A1
5818,control,7.650028105773631,A1
1515,control,9.679249612040117,A2
1011,control,7.942643912284677,A2
8543,control,8.185541508834968,A1
5955,control,4.482854736646457,A2
8729,control,4.376047784167574,A2
2412,control,3.3194192090413868,A1
8851,control,2.9863364954020324,A1
3669,control,3.4154266763877104,A2
5652,control,3.9367881839770895,A1
2641,control,5.731697575833716,A1
3424,control,7.595650533947171,A1
6626,control,5.962230252777671,A1
2848,control,6.01447790221923,A2
4516,control,3.1050228101862407,A1
6102,control,5.488886911923265,A1
7375,control,7.802689662583919,A1
3794,control,4.179236412684259,A2
5534,control,9.693294061053123,A2
9161,control,6.659972318162207,A1
5772,control,4.007795332034875,A1
6509,control,4.850390034639318,A2
181,control,5.024463967277635,A2
6520,control,6.380858048766098,A2
2482,control,6.593344216729343,A2
1732,control,6.937765277126101,A1
2764,control,5.451163327137607,A2
2290,control,7.778290631355855,A1
9288,control,9.028120309836936,A2
2885,control,4.712840976567359,A2
2382,control,4.235949102099233,A1
5396,control,5.719008799142021,A1
1158,control,4.710866366132528,A2
1021,control,4.2768014384367605,A2
8091,control,5.866215906302688,A1
8502,control,4.188116545623033,A2
4922,control,5.882065814546303,A2
775,control,5.35758573146636,A2
3515,control,5.481575019483877,A2
6712,control,5.578241010557624,A2
6758,control,5.82574164089235,A1
883,control,4.603202206359908,A2
7609,control,4.283771849040287,A2
1946,control,6.784947774663061,A2
2158,control,5.2094280588665685,A1
9586,control,5.402959893408866,A2
8348,control,6.08154717060078,A2
6710,control,4.901351859704855,A1
5698,control,5.47806720249353,A2
8986,control,8.34797141402142,A1
7727,control,5.323118534476336,A2
1502,control,1.6426232743426867,A1
814,control,5.429931181252187,A1
7433,control,6.402082682330194,A1
4461,control,4.165045300229932,A2
6432,control,3.4157699588697,A2
4839,control,2.9089508858610684,A2
487,control,3.962199591150296,A2
9445,control,3.4925910676387986,A1
2730,control,5.275379651806695,A2
3457,control,3.6438090784275055,A1
1603,control,6.507982933956959,A2
2769,control,7.13063098419599,A2
6825,control,6.970635017879734,A2
3259,control,1.4482240000763422,A1
5063,control,5.603978420715106,A1
7402,control,6.2163128552012825,A2
774,control,7.229924645894805,A1
8857,control,7.866705005763984,A1
8242,control,5.06617950227752,A2
5115,control,3.291677478371291,A2
5786,control,3.5601189357162104,A1
6000,control,3.212851195371617,A1
8171,control,4.687952218005425,A1
748,control,11.34194954658036,A2
8433,control,5.378999275095827,A1
9719,control,4.398432247047946,A2
1883,control,3.678782812046016,A2
3812,control,5.41969895584611,A2
6519,control,2.518750800887545,A2
2215,control,4.8232489536016905,A1
9869,control,5.134984514481614,A2
1136,control,5.032676168225785,A2
7082,control,5.568629037995889,A2
601,control,5.830801252342254,A1
9602,control,4.87672389565557,A1
9715,control,2.134529020131784,A2
7075,control,5.175062941843342,A1
1095,control,2.9036591863490537,A1
4070,control,3.2794750960849623,A2
6955,control,4.19740438973298,A1
667,control,6.193812962495908,A2
436,control,3.0254266130846954,A2
6682,control,4.197530580177635,A2
6345,control,3.399835047830797,A2
9084,control,2.913741003929289,A2
5358,control,6.354924338692824,A1
6997,control,5.103640778964843,A1
1695,control,3.2416787423298503,A1
9931,control,4.537796784814007,A2
1782,control,1.7223853857556444,A1
8258,control,3.5333743848326686,A2
2159,control,9.299149069734574,A1
365,control,2.7907668049470584,A2
6082,control,8.157730388832977,A2
2497,control,3.8671202925355614,A1
1552,control,4.384617445265997,A2
9354,control,5.5380481463524935,A1
4406,control,6.049835727291765,A1
8606,control,7.534823309637313,A2
2166,control,4.875893748403332,A2
1120,control,2.0086409674859675,A1
8382,control,8.539842776393467,A1
5749,control,4.655598414606235,A1
4192,control,6.460703580754039,A2
4684,control,2.970348184531118,A2
6987,control,3.795336292834276,A2
9109,control,5.9216289542976615,A2
5430,control,4.734863970692564,A2
2148,control,2.707999146985113,A1
1743,control,5.094132189316987,A1
1807,control,6.649114439128473,A1
6083,control,6.062356733071391,A2
8143,control,4.456456867018606,A2
4325,control,7.809091029879424,A1
9396,control,5.2928815409565,A1
6090,control,2.037508075605403,A2
7186,control,2.454883729935366,A1
2166,control,8.03751867392716,A2
3547,control,4.660483412195029,A2
6459,control,4.614316342912071,A1
8973,control,4.933361434309694,A1
7213,control,1.9383930052010148,A1
6484,control,6.06208501395612,A2
1661,control,5.478291161307574,A1
4549,control,5.597954912238035,A2
7621,control,8.297008020536358,A1
2152,control,1.8999716212837043,A2
3669,control,7.852317504038533,A2
6207,control,6.3567601976809405,A2
6982,control,5.654132418242044,A2
4041,control,8.263194855064544,A2
572,control,5.755518339461435,A1
9782,control,5.479734211790557,A2
3324,control,5.317917348251287,A1
1788,control,4.739120532433345,A2
1090,control,4.848699058823154,A1
4695,control,5.841836568351313,A2
6833,control,5.493204372522669,A1
1477,control,8.810127281120035,A2
3620,control,4.970445560680311,A2
1151,control,4.399042428829155,A2
3777,control,1.2152762133653172,A1
2843,control,4.644373712593975,A1
4057,control,5.501996232016648,A2
931,control,7.109515850360566,A2
1994,control,4.446354010452224,A1
2826,control,3.979940920488766,A2
8429,control,7.785036898868545,A2
806,control,7.0751713341012685,A2
5310,control,6.179407211149448,A2
7236,control,3.2072605548956394,A1
8563,control,1.0745359817184958,A2
1633,control,8.169641054698037,A2
6288,control,2.7219836137660693,A1
738,control,6.741923564343239,A2
1583,control,6.23291862525231,A1
5673,control,6.073193041133647,A2
5900,control,5.809390911228601,A2
6369,control,5.382901744047824,A2
4918,control,6.761022398354221,A1
1983,control,4.091839274968789,A1
3632,control,5.1719039468687695,A1
9812,control,6.125979437172256,A1
8016,control,2.6100263894626794,A2
3575,control,3.999180665391472,A1
3249,control,4.183970581920207,A1
3807,control,8.549317121946666,A1
2005,control,4.213693610491775,A2
7559,control,4.675563104846618,A2
6572,control,5.661065486469831,A2
2562,control,4.709451085590461,A1
8518,control,3.487012942238503,A1
9788,control,5.603028114793532,A1
2057,control,7.078192880756785,A1
7354,control,5.958190448196457,A1
8100,control,1.834628716394422,A2
721,control,5.45168095720538,A2
7410,control,2.802858544889341,A1
3630,control,5.234181744310884,A1
1360,control,6.068402341691543,A1
9248,control,5.869615915462316,A1
3473,control,6.464848019509752,A2
5756,control,1.5179543832821971,A2
6831,control,3.439391186996921,A2
7261,control,6.198079052752368,A2
1807,control,4.318615312244139,A1
4863,control,2.4736541758296915,A2
3929,control,0.5547182908548667,A2
3183,control,4.103069987591882,A2
3636,control,2.18887990521622,A1
9302,control,4.300435639776926,A1
3982,control,2.1544101827473146,A2
5728,control,8.844649510888797,A1
1782,control,8.236108538000451,A1
4636,control,6.09496114420933,A2
9416,control,2.1017647785261397,A2
8726,control,2.364565313718469,A1
2381,control,4.829768794961189,A1
6150,control,6.9335360223329205,A1
8598,control,6.0161358187829554,A1
3471,control,6.046523477376153,A1
8144,control,3.924833262883876,A2
4875,control,5.198409725063005,A2
2584,control,8.152597945255435,A1
7694,control,3.2754660004935268,A2
2546,control,5.321322379639546,A2
255,control,8.217044311897448,A1
1463,control,5.414541493947238,A1
3064,control,5.615465149358864,A2
319,control,5.318500936747405,A1
8868,control,1.0829020897269226,A1
9123,control,2.107157872033343,A1
734,control,4.095299448861817,A1
7055,control,5.638863666663061,A2
4262,control,4.724441571428459,A1
1928,control,3.0857050536979664,A1
5265,control,2.303151361756598,A2
6000,control,6.025672915185513,A1
1242,control,4.347363075683364,A2
6879,control,6.205415312858659,A2
5292,control,3.810700460559189,A1
4116,control,3.4352660661958208,A2
1759,control,6.25023731286746,A2
594,control,3.372808005810986,A2
8333,control,4.853760708103605,A1
6085,control,2.4052406880865203,A1
1189,control,4.880143994657819,A2
3232,control,4.559848440359289,A2
7588,control,4.948402883491026,A2
3082,control,7.290524346038449,A2
2073,control,3.4510820624583483,A2
1184,control,5.209814330171025,A1
1088,control,2.0194692241854035,A2
8430,control,7.992279273903264,A2
1111,control,3.0551942212950047,A2
1883,control,7.6924421464446,A2
4093,control,4.065013652684293,A2
6319,control,3.275013400550532,A2
4122,control,3.7376161165062856,A1
8182,control,6.136917837848554,A2
7411,control,4.334376470295581,A1
6979,control,5.960848992235573,A2
5291,control,6.6627021159695365,A1
6576,control,3.1606986198746765,A1
8041,control,10.285871442029483,A2
7401,control,6.080246052800988,A2
3690,control,9.580934141061078,A1
293,control,8.200535637497518,A1
941,control,4.175456490790914,A1
2924,control,4.193081633158398,A2
3751,control,1.3399428991443796,A1
5435,control,5.493532047959941,A2
455,control,3.454456234043596,A2
7995,control,6.7641131987260215,A2
8173,control,2.494813316993362,A2
6657,control,4.084718811420948,A1
1323,control,5.743622162994987,A1
6777,control,6.92468348962869,A1
4328,control,5.486336430804983,A1
5731,control,3.978147637535474,A1
1566,control,5.822668485795218,A2
3766,control,4.0335009150417855,A2
754,control,7.080172490107406,A1
6758,control,6.770375082417854,A1
11,control,7.94752963027681,A2
6528,control,5.778187937731441,A1
5078,control,7.342082129240977,A2
4337,control,4.346878044641585,A2
1979,control,4.983580235460772,A1
6888,control,3.954761167203044,A1
6004,control,7.083136777637163,A1
7983,control,1.0388688178621206,A2
2585,control,6.53754128879895,A2
3761,control,4.061378527441787,A1
8152,control,2.2696742455496626,A2
6074,control,4.039515916523554,A2
7675,control,3.95349811323021,A2
2887,control,4.57758803273696,A2
133,control,4.75918672267118,A1
7156,control,2.041368040073493,A1
2611,control,4.33579544530235,A1
2013,control,3.557137408856488,A2
3766,control,1.5116244868920896,A2
7555,control,2.166793035148719,A2
7478,control,2.6231511568339614,A1
4916,control,2.700891873485764,A1
223,control,7.196607081465025,A2
2,control,5.050771208812918,A2
5811,control,6.220783528610825,A2
9730,control,5.572025053956236,A2
9259,control,3.9049637986411367,A2
2465,control,6.331934292139076,A2
1757,control,2.2496310413655185,A2
6379,control,6.001984464359893,A2
9925,control,2.603814239617924,A1
2571,control,5.813314174933763,A1
1622,control,7.403395711335013,A2
7233,control,3.0450702455082617,A1
9947,control,6.75877988382674,A2
3930,control,6.431877786873983,A2
6525,control,0.989225720455238,A2
